"","from","to"
"13168","APP","GNA12"
"13169","APP","GSTO1"
"13170","APP","TBCD"
"13171","APP","PRDX2"
"13172","APP","GLOD4"
"13173","APP","VTA1"
"13174","APP","SDF4"
"13175","APP","BRWD1"
"13176","APP","BCKDK"
"13177","APP","AFG3L2"
"13178","APP","DIXDC1"
"13179","APP","OPA1"
"13180","APP","DUSP3"
"13181","APP","EXOC3"
"13182","APP","ALDH7A1"
"13183","APP","METAP2"
"13184","APP","NOL7"
"13185","APP","PAIP2"
"13186","APP","GAK"
"13187","APP","AK1"
"13188","APP","UNG"
"13189","APP","C19orf43"
"13190","APP","ATG7"
"13191","APP","TRAPPC4"
"13192","APP","RPS18"
"13193","APP","SSB"
"13194","APP","PDAP1"
"13195","APP","LRRC59"
"13196","APP","USP48"
"13197","APP","ACLY"
"13198","APP","DECR1"
"13199","APP","MOB3A"
"13200","APP","NDUFA5"
"13201","APP","TOM1L2"
"13202","APP","IREB2"
"13203","APP","CWC15"
"13204","APP","CARS"
"13205","APP","EIF2B5"
"13206","APP","RPL12"
"13207","APP","CELF2"
"13208","APP","DYNC1LI2"
"13209","APP","CAT"
"13210","APP","AK4"
"13211","APP","GLRX5"
"13212","APP","SUPT4H1"
"13213","APP","LAIR1"
"13214","APP","DYNLT1"
"13215","APP","SKAP2"
"13216","APP","RGS10"
"13217","APP","FYCO1"
"13218","APP","ECI2"
"13219","APP","ATXN7L3"
"13220","APP","GYG2"
"13221","APP","RASA3"
"13222","APP","LETMD1"
"13223","APP","PLRG1"
"13224","APP","AHSA1"
"13225","APP","SCAMP3"
"13226","APP","C9orf78"
"13227","APP","APRT"
"13228","APP","DDX47"
"13229","APP","EIF2A"
"13230","APP","BLOC1S1"
"13231","APP","PRDX5"
"13232","APP","HADH"
"13233","APP","SPG20"
"13234","APP","GOSR1"
"13235","APP","GTF3C6"
"13236","APP","BGN"
"13237","APP","PSME2"
"13238","APP","ETV3"
"13239","APP","NOVA1"
"13240","APP","PCIF1"
"13241","APP","ZFAND5"
"13242","APP","EPHB4"
"13243","APP","POLR2K"
"13244","APP","PEX2"
"13245","APP","IGBP1"
"13246","APP","RCAN1"
"13247","APP","UGCG"
"13248","APP","ETHE1"
"13249","APP","PGM1"
"13250","APP","RPS20"
"13251","APP","JTB"
"13252","APP","USP12"
"13253","APP","LIMA1"
"13254","APP","FLOT2"
"13255","APP","C6orf106"
"13256","APP","FERMT2"
"13257","APP","RAB11B"
"13258","APP","MSL3"
"13259","APP","AP2A2"
"13260","APP","ACTR1B"
"13261","APP","PBRM1"
"13262","APP","ARFGAP3"
"13263","APP","SMG5"
"13264","APP","RASSF3"
"13265","APP","MESDC2"
"13266","APP","CDK17"
"13267","APP","ACSL4"
"13268","APP","IARS2"
"13269","APP","NDUFA4"
"13270","APP","FERMT3"
"13271","APP","CNPY2"
"13272","APP","XAF1"
"13273","APP","IFI16"
"13274","APP","SHOC2"
"13275","APP","ZNF622"
"13276","APP","NTMT1"
"13277","APP","EIF1AX"
"13278","APP","LMCD1"
"13279","APP","MZT2A"
"13280","APP","C19orf12"
"13281","APP","PLEKHJ1"
"13282","APP","ARPP19"
"13283","APP","MRPL49"
"13284","APP","OLFM1"
"13285","APP","TRIM47"
"13286","APP","FKBP5"
"13287","APP","MED11"
"13288","APP","NDUFB3"
"13289","APP","CD58"
"13290","APP","ABCF1"
"13291","APP","STK40"
"13292","APP","MKKS"
"13293","APP","RAB35"
"13294","APP","RUFY3"
"13295","APP","TSPYL1"
"13296","APP","EIF3M"
"13297","APP","FIBP"
"13298","APP","ARCN1"
"13299","APP","IER3"
"13300","APP","FCGR3A"
"13301","APP","ICAM3"
"13302","APP","MED24"
"13303","APP","TFPI"
"13304","APP","ELF2"
"13305","APP","CASP4"
"13306","APP","CCL13"
"13307","APP","DUSP4"
"13308","APP","NDUFS2"
"13309","APP","COLEC12"
"13310","APP","IFRD2"
"13311","APP","PARP3"
"13312","APP","DCTN6"
"13313","APP","SGK2"
"13314","APP","CASC4"
"13315","APP","EIF1"
"13316","APP","CCDC115"
"13317","APP","THAP4"
"13318","APP","C21orf59"
"13319","APP","PHGDH"
"13320","APP","LAP3"
"13321","APP","VDAC2"
"13322","APP","KCNAB1"
"13323","APP","BBX"
"13324","APP","LLPH"
"13325","APP","TRPT1"
"13326","APP","HK1"
"13327","APP","RPL36"
"13328","APP","COL14A1"
"13329","APP","SF3B6"
"13330","APP","RGL1"
"13331","APP","HDGF"
"13332","APP","PWP1"
"13333","APP","ZSCAN18"
"13334","APP","CHURC1"
"13335","APP","KLF7"
"13336","APP","ARL4C"
"13337","APP","TRIB2"
"13338","APP","SAR1A"
"13339","APP","ST6GALNAC6"
"13340","APP","ACO2"
"13341","APP","PYCR2"
"13342","APP","SCYL1"
"13343","APP","DCAF7"
"13344","APP","RPS16"
"13345","APP","RPS11"
"13346","APP","MRPL19"
"13347","APP","ECHDC2"
"13348","APP","ELK3"
"13349","APP","PHYHD1"
"13350","APP","NOB1"
"13351","APP","RNPC3"
"13352","APP","PPP2R5C"
"13353","APP","FUCA1"
"13354","APP","SETD3"
"13355","APP","NNAT"
"13356","APP","SULF1"
"13357","APP","SCD"
"13358","APP","LARP6"
"13359","APP","TMA7"
"13360","APP","TWF1"
"13361","APP","ZNF706"
"13362","APP","GIMAP4"
"13363","APP","FAM114A2"
"13364","APP","BOD1"
"13365","APP","LIMCH1"
"13366","APP","HINT2"
"13367","APP","DDX18"
"13368","APP","MRPL34"
"13369","APP","STOML2"
"13370","APP","BCL7C"
"13371","APP","KIAA0930"
"13372","APP","FAM32A"
"13373","APP","RASL12"
"13374","APP","C1orf115"
"13375","APP","ARHGAP24"
"13376","APP","DCLK1"
"13377","APP","GPT2"
"13378","APP","PAPSS2"
"13379","APP","GTPBP1"
"13380","APP","GBA2"
"13381","APP","SMAP1"
"13382","APP","DDRGK1"
"13383","APP","FNDC3A"
"13384","APP","EEPD1"
"13385","APP","MRPS18A"
"13386","APP","AGPAT3"
"13387","APP","PLEKHO2"
"13388","APP","ZNF22"
"13389","APP","MRPL35"
"13390","APP","ATP5H"
"13391","APP","ALDH4A1"
"13392","APP","DDHD2"
"13393","APP","GNL2"
"13394","APP","SPX"
"13395","APP","MTURN"
"13396","APP","KRTCAP2"
"13397","APP","CMAS"
"13398","APP","MMGT1"
"13399","APP","GPAM"
"13400","APP","NNMT"
"13401","APP","ACO1"
"13402","APP","OARD1"
"13403","APP","MRPL24"
"13404","APP","SLCO2B1"
"13405","APP","ACSL3"
"13406","APP","PLBD1"
"13407","APP","YTHDF2"
"13408","APP","FAM50A"
"13409","APP","BHMT2"
"13410","APP","GIMAP8"
"13411","APP","ECI1"
"13412","APP","DTWD1"
"13413","APP","NDUFB6"
"13414","APP","TEX2"
"13415","APP","TOMM5"
"13416","APP","MRPL3"
"13417","APP","HIGD2A"
"13418","APP","EOGT"
"13419","APP","MICU1"
"13420","APP","PRICKLE2"
"13421","APP","PTBP3"
"13422","APP","MCFD2"
"13423","APP","TAGLN2"
"13424","APP","MRPS2"
"13425","APP","ALKBH7"
"13426","APP","WDR45B"
"13427","APP","H2AFV"
"13428","APP","TIMM17B"
"13429","APP","TPRA1"
"13430","APP","ORMDL1"
"13431","APP","DIMT1"
"13432","APP","GTDC1"
"13433","APP","RETSAT"
"13434","APP","NDUFA2"
"13435","APP","RAB8B"
"13436","APP","PCDHGC3"
"13437","APP","SNX21"
"13438","APP","DNAJB14"
"13439","APP","WDR45"
"13440","APP","PGM3"
"13441","APP","ETFB"
"13442","APP","HCFC1R1"
"13443","APP","NDUFS4"
"13444","APP","NUDT9"
"13445","APP","INTS12"
"13446","APP","ACAA2"
"13447","APP","TBC1D20"
"13448","APP","MPI"
"13449","APP","BET1L"
"13450","APP","IFI6"
"13451","APP","TSPAN13"
"13452","APP","UBL3"
"13453","APP","DHRS7B"
"13454","APP","RAB28"
"13455","APP","ST3GAL6"
"13456","APP","NAGA"
"13457","APP","ZDHHC7"
"13458","APP","FAM160B2"
"13459","APP","ATL3"
"13460","APP","FN3KRP"
"13461","APP","FAM213A"
"13462","APP","EFHD2"
"13463","APP","CHID1"
"13464","APP","GGCT"
"13465","APP","MRPL52"
"13466","APP","PHLDA3"
"13467","APP","PABPC3"
"13468","APP","RABL3"
"13469","APP","SH3BGRL3"
"13470","APP","PTGIS"
"13471","APP","SCO2"
"13472","APP","CYB5B"
"13473","APP","PLS3"
"13474","APP","C6orf203"
"13475","APP","CCT8"
"13476","APP","ADI1"
"13477","APP","VSIG4"
"13478","APP","ATRAID"
"13479","APP","NAAA"
"13480","APP","FAM134B"
"13481","APP","C5orf15"
"13482","APP","TMUB1"
"13483","APP","TM2D1"
"13484","APP","PES1"
"13485","APP","CPED1"
"13486","APP","THBS4"
"13487","APP","PITRM1"
"13488","CITED2","MAPK1"
"13489","RALGDS","RAP1A"
"13490","RALGDS","HRAS"
"13491","RALGDS","RIT1"
"13492","RALGDS","MRAS"
"13493","RALGDS","RAPGEF2"
"13494","RALGDS","RRAS"
"13495","RALGDS","RAP2A"
"13496","RALGDS","RRAS2"
"13497","RALGDS","CD68"
"13498","PRRC2A","C1QBP"
"13499","PRRC2A","GANAB"
"13500","PRRC2A","HNRNPA1"
"13501","PRRC2A","IMMT"
"13502","PRRC2A","JUN"
"13503","PRRC2A","RERE"
"13504","PRRC2A","ATN1"
"13505","PRRC2A","ATXN1L"
"13506","PRRC2A","PRMT2"
"13507","PRRC2A","UBAP2L"
"13508","PRRC2A","MAN2C1"
"13509","PRRC2A","SSR3"
"13510","BCL3","NFKB1"
"13511","BCL3","RXRA"
"13512","BCL3","COPS5"
"13513","BCL3","NCOA1"
"13514","BCL3","GSK3B"
"13515","BCL3","JUN"
"13516","BCL3","NFKB2"
"13517","BCL3","PIR"
"13518","GIPC1","GSK3B"
"13519","GIPC1","LRP1"
"13520","GIPC1","ITGA5"
"13521","GIPC1","ITGA6"
"13522","GIPC1","CD93"
"13523","ATF1","CREBBP"
"13524","ATF1","CSNK2B"
"13525","CAPN1","COL1A1"
"13526","CAPN1","PRMT5"
"13527","CAPN1","HNRNPD"
"13528","CAPN1","EZR"
"13529","CAPN1","ECHS1"
"13530","CAPN1","SPTAN1"
"13531","CAPN1","PTPN1"
"13532","CAPN1","CLEC4G"
"13533","CAPN1","NFE2L1"
"13534","CAPN1","RCAN1"
"13535","CAPN1","ACTC1"
"13536","CAPN1","CREG1"
"13537","CAPN1","NDUFB7"
"13538","CAPN1","SLIT3"
"13539","CAPN1","GPT"
"13540","CAPN1","CTSC"
"13541","CTNNB1","EGFR"
"13542","CTNNB1","NFKB1"
"13543","CTNNB1","PTPRC"
"13544","CTNNB1","PTPRB"
"13545","CTNNB1","ABL1"
"13546","CTNNB1","PTPN12"
"13547","CTNNB1","PXN"
"13548","CTNNB1","TLE1"
"13549","CTNNB1","YAP1"
"13550","CTNNB1","CUL1"
"13551","CTNNB1","UBE2D2"
"13552","CTNNB1","GSK3B"
"13553","CTNNB1","SLC9A3R1"
"13554","CTNNB1","RBX1"
"13555","CTNNB1","UBE2B"
"13556","CTNNB1","KMT2D"
"13557","CTNNB1","SMARCA5"
"13558","CTNNB1","CARM1"
"13559","CTNNB1","KAT2B"
"13560","CTNNB1","HIST1H1C"
"13561","CTNNB1","CTNNA1"
"13562","CTNNB1","FUS"
"13563","CTNNB1","PIK3R1"
"13564","CTNNB1","PTPRF"
"13565","CTNNB1","PSEN1"
"13566","CTNNB1","TCF7L2"
"13567","CTNNB1","PTPN1"
"13568","CTNNB1","RB1CC1"
"13569","CTNNB1","PTGS2"
"13570","CTNNB1","UBA1"
"13571","CTNNB1","LATS2"
"13572","CTNNB1","GSK3A"
"13573","CTNNB1","HINT1"
"13574","CTNNB1","USP9X"
"13575","CTNNB1","PTPRG"
"13576","CTNNB1","FERMT2"
"13577","CTNNB1","TCF7L1"
"13578","RB1","CUX1"
"13579","RB1","HBP1"
"13580","RB1","TRAP1"
"13581","RB1","ABL1"
"13582","RB1","UBTF"
"13583","RB1","MAPK14"
"13584","RB1","PPARG"
"13585","RB1","MDM2"
"13586","RB1","JUN"
"13587","RB1","MYC"
"13588","RB1","SIRT1"
"13589","RB1","KDM2A"
"13590","RB1","USP4"
"13591","RB1","RBBP7"
"13592","RB1","CDK9"
"13593","RB1","KAT2B"
"13594","RB1","SETD7"
"13595","RB1","CEBPB"
"13596","RB1","E2F4"
"13597","RB1","PA2G4"
"13598","RB1","PHB"
"13599","RB1","RAF1"
"13600","RB1","MNAT1"
"13601","RB1","AHR"
"13602","RB1","CASP3"
"13603","RB1","DYRK1A"
"13604","RB1","RBBP6"
"13605","RB1","IRF3"
"13606","RB1","PRMT2"
"13607","RB1","EID1"
"13608","RB1","CDKN1C"
"13609","RB1","MRPS18B"
"13610","RB1","ANKS1A"
"13611","RB1","SMYD2"
"13612","RB1","CREG1"
"13613","RB1","PRDM2"
"13614","RB1","GTF3C2"
"13615","CUX1","CREBBP"
"13616","CUX1","BIN1"
"13617","CUX1","KAT2B"
"13618","CUX1","ELAC2"
"13619","MCM3","MCM3AP"
"13620","YWHAZ","EGFR"
"13621","YWHAZ","PRMT5"
"13622","YWHAZ","XRCC6"
"13623","YWHAZ","RAP1A"
"13624","YWHAZ","BCAR1"
"13625","YWHAZ","YAP1"
"13626","YWHAZ","RFWD2"
"13627","YWHAZ","COPS5"
"13628","YWHAZ","RND3"
"13629","YWHAZ","HSPB1"
"13630","YWHAZ","EPB41L2"
"13631","YWHAZ","PRKACA"
"13632","YWHAZ","MARK3"
"13633","YWHAZ","HDAC6"
"13634","YWHAZ","TSC2"
"13635","YWHAZ","WNK1"
"13636","YWHAZ","MEF2C"
"13637","YWHAZ","STK11"
"13638","YWHAZ","RAF1"
"13639","YWHAZ","TAB2"
"13640","YWHAZ","MYH9"
"13641","YWHAZ","INPP5A"
"13642","YWHAZ","WWTR1"
"13643","YWHAZ","PPP1R14A"
"13644","YWHAZ","RMDN3"
"13645","YWHAZ","NFATC4"
"13646","YWHAZ","PRDX2"
"13647","YWHAZ","SYNPO"
"13648","YWHAZ","SYNPO2"
"13649","YWHAZ","SSFA2"
"13650","YWHAZ","KANK1"
"13651","YWHAZ","TNS1"
"13652","YWHAZ","TPD52L1"
"13653","YWHAZ","KIF1C"
"13654","YWHAZ","SAMSN1"
"13655","CENPB","GADD45A"
"13656","CENPB","NR3C1"
"13657","CENPB","GSK3B"
"13658","CENPB","ANXA7"
"13659","CENPB","CSNK2B"
"13660","CLTC","XRCC6"
"13661","CLTC","AP1B1"
"13662","CLTC","ITSN1"
"13663","CLTC","PRKACA"
"13664","CLTC","WNK1"
"13665","CLTC","ARMCX3"
"13666","CLTC","ERG"
"13667","CLTC","CLINT1"
"13668","CLTC","EHD1"
"13669","CLTC","EPN2"
"13670","CLTC","AP2A2"
"13671","CLTC","PICALM"
"13672","IGFBP3","COL1A1"
"13673","IGFBP3","RXRA"
"13674","IGFBP3","PPARG"
"13675","IGFBP3","IGF1"
"13676","IGFBP3","TF"
"13677","IGFBP3","CD44"
"13678","IGFBP3","LTBP1"
"13679","COL1A1","TXN"
"13680","COL1A1","THBS1"
"13681","COL1A1","MMP2"
"13682","COL1A1","MATN2"
"13683","COL1A1","SPARC"
"13684","COL1A1","PDGFB"
"13685","COL1A1","VWF"
"13686","COL1A1","NID1"
"13687","COL1A1","PRELP"
"13688","TXN","EGFR"
"13689","TXN","NR3C1"
"13690","TXN","NCF4"
"13691","TXN","COPS5"
"13692","TXN","TXNIP"
"13693","TXN","PTEN"
"13694","TXN","FST"
"13695","TXN","DYNLT1"
"13696","CSRP1","EGFR"
"13697","CSK","EGFR"
"13698","CSK","TGFB1I1"
"13699","CSK","PTPRC"
"13700","CSK","SHC1"
"13701","CSK","PTPRB"
"13702","CSK","DAB2"
"13703","CSK","KHDRBS1"
"13704","CSK","JUN"
"13705","CSK","CAV1"
"13706","CSK","DAG1"
"13707","CSK","RGS16"
"13708","CSK","RASA1"
"13709","CSK","GJA1"
"13710","CSK","PECAM1"
"13711","CSK","PTPRG"
"13712","CSK","SCARB2"
"13713","DCN","EGFR"
"13714","DCN","PLA2G2A"
"13715","DCN","ELN"
"13716","DCN","C1QA"
"13717","DCN","COL6A1"
"13718","DCN","COL14A1"
"13719","DCN","FAM20B"
"13720","EGFR","PLCG1"
"13721","EGFR","NR3C1"
"13722","EGFR","NDN"
"13723","EGFR","JAK2"
"13724","EGFR","PTPRC"
"13725","EGFR","CTTN"
"13726","EGFR","SHC1"
"13727","EGFR","PTPRB"
"13728","EGFR","ABL1"
"13729","EGFR","FES"
"13730","EGFR","TNFRSF1A"
"13731","EGFR","PTPN12"
"13732","EGFR","MAPK14"
"13733","EGFR","RAPGEF1"
"13734","EGFR","ARF6"
"13735","EGFR","NCK1"
"13736","EGFR","PPARG"
"13737","EGFR","GRB10"
"13738","EGFR","PSMD4"
"13739","EGFR","HEXIM1"
"13740","EGFR","SNX9"
"13741","EGFR","LYN"
"13742","EGFR","PRKACA"
"13743","EGFR","UBE2V2"
"13744","EGFR","GAPDH"
"13745","EGFR","USP8"
"13746","EGFR","YWHAB"
"13747","EGFR","HDAC6"
"13748","EGFR","HSP90AA1"
"13749","EGFR","HSPA1A"
"13750","EGFR","AIP"
"13751","EGFR","PSMA7"
"13752","EGFR","HSP90B1"
"13753","EGFR","STIP1"
"13754","EGFR","MDH1"
"13755","EGFR","TPI1"
"13756","EGFR","AKAP12"
"13757","EGFR","PRDX1"
"13758","EGFR","DYNC1H1"
"13759","EGFR","FKBP8"
"13760","EGFR","PPP5C"
"13761","EGFR","RUSC2"
"13762","EGFR","PRCC"
"13763","EGFR","MOB4"
"13764","EGFR","SOS1"
"13765","EGFR","EZR"
"13766","EGFR","LRP1"
"13767","EGFR","CAV1"
"13768","EGFR","NUMB"
"13769","EGFR","RAF1"
"13770","EGFR","STAT2"
"13771","EGFR","ATP5C1"
"13772","EGFR","SGSM2"
"13773","EGFR","ITSN2"
"13774","EGFR","PIK3R1"
"13775","EGFR","ERRFI1"
"13776","EGFR","SH2B1"
"13777","EGFR","CRKL"
"13778","EGFR","NTRK2"
"13779","EGFR","TLN1"
"13780","EGFR","RASA1"
"13781","EGFR","TUBA1A"
"13782","EGFR","PTPN1"
"13783","EGFR","SOS2"
"13784","EGFR","TNS3"
"13785","EGFR","FGR"
"13786","EGFR","CDH5"
"13787","EGFR","DUSP3"
"13788","EGFR","FKBP4"
"13789","EGFR","WASF3"
"13790","EGFR","SEPP1"
"13791","EGFR","CAV2"
"13792","EGFR","TLR2"
"13793","EGFR","SH2B3"
"13794","EGFR","AHSA1"
"13795","EGFR","CD59"
"13796","EGFR","CBR1"
"13797","EGFR","ANKS1A"
"13798","EGFR","OAZ1"
"13799","EGFR","OLFM1"
"13800","EGFR","ATIC"
"13801","EGFR","SPCS2"
"13802","EGFR","TMCO3"
"13803","EGFR","SPARCL1"
"13804","EGFR","SH2D3C"
"13805","EGFR","PTPN18"
"13806","EGFR","SLA"
"13807","EGFR","APBB2"
"13808","ARNT","LSM8"
"13809","ARNT","NCOR2"
"13810","ARNT","NCOA1"
"13811","ARNT","SP1"
"13812","ARNT","AIP"
"13813","ARNT","EPAS1"
"13814","ARNT","PTGES3"
"13815","ARNT","AHR"
"13816","ARNT","ADH5"
"13817","ARNT","GTF2F1"
"13818","ARNT","HEY1"
"13819","ARNT","NCOA7"
"13820","HBEGF","CD44"
"13821","GADD45A","EEF1A1"
"13822","GADD45A","FAS"
"13823","GADD45A","RXRA"
"13824","GADD45A","TLE1"
"13825","GADD45A","GADD45GIP1"
"13826","GADD45A","CHD3"
"13827","GADD45A","ZHX1"
"13828","GADD45A","MDM2"
"13829","GADD45A","GAPDH"
"13830","GADD45A","CLEC3B"
"13831","GADD45A","RBPJ"
"13832","GADD45A","PTN"
"13833","GADD45A","ASCC2"
"13834","GADD45A","GBP2"
"13835","GADD45A","GNB2"
"13836","GADD45A","KHSRP"
"13837","GADD45A","JMJD1C"
"13838","GADD45A","RPS2"
"13839","GADD45A","NUCB2"
"13840","GADD45A","MIDN"
"13841","TOP2B","RANBP2"
"13842","TOP2B","CSNK2B"
"13843","TOP2B","ERG"
"13844","EGR1","CREBBP"
"13845","EGR1","SREBF2"
"13846","EGR1","CEBPB"
"13847","EGR1","IL1B"
"13848","EGR1","NAB1"
"13849","CREBBP","NR3C1"
"13850","CREBBP","SREBF1"
"13851","CREBBP","XRCC6"
"13852","CREBBP","ETS1"
"13853","CREBBP","ETS2"
"13854","CREBBP","MAPK1"
"13855","CREBBP","HBP1"
"13856","CREBBP","NCOA3"
"13857","CREBBP","PPARG"
"13858","CREBBP","KHDRBS1"
"13859","CREBBP","NCOA1"
"13860","CREBBP","HDAC3"
"13861","CREBBP","ANAPC5"
"13862","CREBBP","HSF1"
"13863","CREBBP","LYN"
"13864","CREBBP","MDM2"
"13865","CREBBP","JUN"
"13866","CREBBP","MYC"
"13867","CREBBP","STAT6"
"13868","CREBBP","PLAGL1"
"13869","CREBBP","MAPK3"
"13870","CREBBP","CARM1"
"13871","CREBBP","FOXO1"
"13872","CREBBP","KLF4"
"13873","CREBBP","RBBP7"
"13874","CREBBP","PARP1"
"13875","CREBBP","NUP98"
"13876","CREBBP","KAT2B"
"13877","CREBBP","PBX1"
"13878","CREBBP","KAT6A"
"13879","CREBBP","SREBF2"
"13880","CREBBP","MKNK1"
"13881","CREBBP","CEBPB"
"13882","CREBBP","ATF3"
"13883","CREBBP","HMGA1"
"13884","CREBBP","SMAD2"
"13885","CREBBP","SRF"
"13886","CREBBP","ELK1"
"13887","CREBBP","STAT2"
"13888","CREBBP","KLF13"
"13889","CREBBP","TRIP4"
"13890","CREBBP","IRF1"
"13891","CREBBP","LDLR"
"13892","CREBBP","CREM"
"13893","CREBBP","CEBPD"
"13894","CREBBP","FOXO3"
"13895","CREBBP","IRF3"
"13896","CREBBP","EID1"
"13897","CREBBP","NFATC4"
"13898","CREBBP","DEK"
"13899","CREBBP","MED25"
"13900","CREBBP","ANAPC7"
"13901","CREBBP","XAF1"
"13902","CREBBP","SRCAP"
"13903","CREBBP","KDM3B"
"13904","EEF1A1","PLCG1"
"13905","EEF1A1","FAS"
"13906","EEF1A1","IMMT"
"13907","EEF1A1","NRAS"
"13908","EEF1A1","PFN2"
"13909","EEF1A1","RPLP1"
"13910","EEF1A1","PKN2"
"13911","EEF1A1","MAPK14"
"13912","EEF1A1","ITSN1"
"13913","EEF1A1","GSK3B"
"13914","EEF1A1","RAB27A"
"13915","EEF1A1","XRN2"
"13916","EEF1A1","MDM2"
"13917","EEF1A1","STAT6"
"13918","EEF1A1","RNF10"
"13919","EEF1A1","POLR2C"
"13920","EEF1A1","ANXA7"
"13921","EEF1A1","LAMA4"
"13922","EEF1A1","SMAD2"
"13923","EEF1A1","RRAS"
"13924","EEF1A1","EIF3F"
"13925","EEF1A1","MNAT1"
"13926","EEF1A1","RAP2A"
"13927","EEF1A1","LAMTOR1"
"13928","EEF1A1","NEU1"
"13929","EEF1A1","PLAUR"
"13930","EEF1A1","MYOC"
"13931","EEF1A1","ORMDL3"
"13932","EEF1A1","SAMHD1"
"13933","EEF1A1","BTBD2"
"13934","EEF1A1","PSMD11"
"13935","EEF1A1","RSRC1"
"13936","EEF1A1","ALPL"
"13937","EEF1A1","HSPE1"
"13938","EEF1A1","SSR1"
"13939","EEF1A1","CCL18"
"13940","EEF1A1","NREP"
"13941","EEF1A1","PAPSS1"
"13942","EEF1A1","SDHAF2"
"13943","EEF1A1","MRPL42"
"13944","PLCG1","KDR"
"13945","PLCG1","FGFR1"
"13946","PLCG1","FLT1"
"13947","PLCG1","SNX17"
"13948","PLCG1","ABL1"
"13949","PLCG1","PKN2"
"13950","PLCG1","KHDRBS1"
"13951","PLCG1","ABI1"
"13952","PLCG1","GIT1"
"13953","PLCG1","SOS1"
"13954","PLCG1","GHR"
"13955","PLCG1","NTRK2"
"13956","PLCG1","NTRK3"
"13957","PLCG1","ASAP1"
"13958","PLCG1","SOS2"
"13959","PLCG1","SH3BP2"
"13960","PLCG1","IRS2"
"13961","PLCG1","PECAM1"
"13962","PLCG1","PICALM"
"13963","PLCG1","SCARB2"
"13964","PLCG1","FCGR2B"
"13965","KDR","ANXA5"
"13966","KDR","HSPG2"
"13967","KDR","FLT1"
"13968","KDR","GRB10"
"13969","KDR","FBXW11"
"13970","KDR","VEGFA"
"13971","KDR","ACP1"
"13972","KDR","LGALS1"
"13973","KDR","COL18A1"
"13974","ANXA5","TERF2IP"
"13975","ANXA5","TERF2"
"13976","ANXA5","FDFT1"
"13977","DDX54","NR3C1"
"13978","DDX54","POLR2G"
"13979","DDX54","TMED9"
"13980","FGFR1","FDPS"
"13981","FGFR1","NCK1"
"13982","FGFR1","RPS6KA3"
"13983","FGFR1","FGF2"
"13984","FGFR1","FRS2"
"13985","FGFR1","NOSTRIN"
"13986","FGFR1","KLB"
"13987","FDPS","CREB3"
"13988","FAS","RAP1A"
"13989","FAS","FAF2"
"13990","FAS","ATP6V0B"
"13991","FAS","TNFSF13"
"13992","ITGB1","ADAM17"
"13993","ITGB1","YWHAB"
"13994","ITGB1","DAG1"
"13995","ITGB1","TLN1"
"13996","ITGB1","TUBA1A"
"13997","ITGB1","PTPN1"
"13998","ITGB1","PDHB"
"13999","ITGB1","ANGPTL4"
"14000","ITGB1","FLNB"
"14001","ITGB1","LGALS3BP"
"14002","ITGB1","MAP4K4"
"14003","GABARAP","PRKAR1A"
"14004","GABARAP","NSMAF"
"14005","GABARAP","HDAC5"
"14006","GABARAP","CLINT1"
"14007","GABARAP","SF3A1"
"14008","GABARAP","CALR"
"14009","GABARAP","NEK9"
"14010","GABARAP","RB1CC1"
"14011","GABARAP","ATG13"
"14012","GABARAP","ATG3"
"14013","GABARAP","HADHA"
"14014","GABARAP","ATG7"
"14015","GABARAP","FYCO1"
"14016","GABARAP","IPO5"
"14017","GABARAP","ATG101"
"14018","GABARAP","NCOA7"
"14019","GABARAP","TBC1D2B"
"14020","GABARAP","GBAS"
"14021","GABARAP","ATG16L2"
"14022","GABARAP","RASSF3"
"14023","NR3C1","TGFB1I1"
"14024","NR3C1","HNRNPA1"
"14025","NR3C1","NFKB1"
"14026","NR3C1","TMF1"
"14027","NR3C1","TRIM28"
"14028","NR3C1","RANBP9"
"14029","NR3C1","NCOA3"
"14030","NR3C1","NCOA4"
"14031","NR3C1","NCOR2"
"14032","NR3C1","NCOA1"
"14033","NR3C1","UBE2L3"
"14034","NR3C1","CEBPA"
"14035","NR3C1","JUN"
"14036","NR3C1","NCOR1"
"14037","NR3C1","NCL"
"14038","NR3C1","YWHAH"
"14039","NR3C1","HDAC6"
"14040","NR3C1","HSP90AA1"
"14041","NR3C1","HSPA1A"
"14042","NR3C1","NFKB2"
"14043","NR3C1","CEBPB"
"14044","NR3C1","GNB1"
"14045","NR3C1","COPS6"
"14046","NR3C1","HMOX2"
"14047","NR3C1","MAFF"
"14048","NR3C1","SVIL"
"14049","NR3C1","GNB2"
"14050","NR3C1","NR2F2"
"14051","NR3C1","CALR"
"14052","NR3C1","OSGEP"
"14053","NR3C1","RBM14"
"14054","NR3C1","DAP3"
"14055","NR3C1","FKBP4"
"14056","NR3C1","ARPC5"
"14057","NR3C1","MED25"
"14058","NR3C1","DCAF6"
"14059","TGFB1I1","PTPN12"
"14060","TGFB1I1","PTK2B"
"14061","TGFB1I1","HSPB1"
"14062","TGFB1I1","HIPK3"
"14063","HSPA5","BCAR1"
"14064","HSPA5","ID2"
"14065","HSPA5","HSPB1"
"14066","HSPA5","SREBF2"
"14067","HSPA5","RAF1"
"14068","HSPA5","DDX24"
"14069","HSPA5","PRNP"
"14070","HSPA5","DNAJB11"
"14071","HSPA5","A2M"
