"","from","to"
"917","LMO2","RELA"
"918","LMO2","NCAPH2"
"919","LMO2","SP1"
"920","LMO2","STIP1"
"921","LMO2","IFT43"
"922","LMO2","ALDH6A1"
"923","LMO2","CORO1C"
"924","SMAD3","RNF31"
"925","SMAD3","CPSF7"
"926","SMAD3","TSC22D4"
"927","SMAD3","FOS"
"928","SMAD3","HNRNPK"
"929","SMAD3","HIF1A"
"930","SMAD3","CDK4"
"931","SMAD3","PHC2"
"932","SMAD3","MEOX2"
"933","SMAD3","PIN1"
"934","SMAD3","FHL2"
"935","SMAD3","NR4A1"
"936","SMAD3","KANSL1"
"937","SMAD3","ATF2"
"938","SMAD3","CSNK1D"
"939","SMAD3","CSNK1G2"
"940","SMAD3","TGIF1"
"941","SMAD3","FLI1"
"942","SMAD3","GGA1"
"943","SMAD3","DVL1"
"944","SMAD3","FLNA"
"945","SMAD3","JUNB"
"946","SMAD3","ZBTB16"
"947","SMAD3","CORO1A"
"948","SMAD3","SNW1"
"949","SMAD3","WWP1"
"950","SMAD3","SMAD4"
"951","SMAD3","MAX"
"952","SMAD3","MYD88"
"953","SMAD3","NEDD9"
"954","SMAD3","UCHL5"
"955","SMAD3","PPP2R1A"
"956","SMAD3","RELA"
"957","SMAD3","RPA1"
"958","SMAD3","RPLP0"
"959","SMAD3","S100A4"
"960","SMAD3","WWP2"
"961","SMAD3","USP15"
"962","SMAD3","TANK"
"963","SMAD3","CFLAR"
"964","SMAD3","OTUB1"
"965","SMAD3","SQSTM1"
"966","SMAD3","CTCF"
"967","SMAD3","STUB1"
"968","SMAD3","AATF"
"969","SMAD3","PPP1R12C"
"970","SMAD3","TP53"
"971","SMAD3","ZMYND11"
"972","SMAD3","HDAC1"
"973","SMAD3","USP7"
"974","SMAD3","APP"
"975","SMAD3","CITED2"
"976","SMAD3","CREBBP"
"977","SMAD3","NR3C1"
"978","SMAD3","TGFB1I1"
"979","SMAD3","XRCC6"
"980","SMAD3","SKI"
"981","SMAD3","MAPK1"
"982","SMAD3","TGFBR1"
"983","SMAD3","YY1"
"984","SMAD3","RANBP9"
"985","SMAD3","DAB2"
"986","SMAD3","BPTF"
"987","SMAD3","GSK3B"
"988","SMAD3","RBX1"
"989","SMAD3","CEBPA"
"990","SMAD3","JUN"
"991","SMAD3","MYC"
"992","SMAD3","HDAC5"
"993","SMAD3","PLAGL1"
"994","SMAD3","KDM2A"
"995","SMAD3","SMAD1"
"996","SMAD3","HIPK2"
"997","SMAD3","CDK9"
"998","SMAD3","KAT2B"
"999","SMAD3","SP1"
"1000","SMAD3","TSC2"
"1001","SMAD3","EPAS1"
"1002","SMAD3","NUP153"
"1003","SMAD3","CEBPB"
"1004","SMAD3","E2F4"
"1005","SMAD3","TDP2"
"1006","SMAD3","ATF3"
"1007","SMAD3","SMAD2"
"1008","SMAD3","SNRNP70"
"1009","SMAD3","MCM3AP"
"1010","SMAD3","KPNB1"
"1011","SMAD3","JUND"
"1012","SMAD3","PARD3"
"1013","SMAD3","FBLN1"
"1014","SMAD3","TF"
"1015","SMAD3","GIT2"
"1016","SMAD3","EIF4B"
"1017","SMAD3","DDX5"
"1018","SMAD3","TGM2"
"1019","SMAD3","LBP"
"1020","SMAD3","FHL1"
"1021","SMAD3","HP"
"1022","SMAD3","CFH"
"1023","SMAD3","XPO6"
"1024","SMAD3","ZMIZ1"
"1025","SMAD3","TLR4"
"1026","SMAD3","PARP4"
"1027","SMAD3","TFE3"
"1028","SMAD3","CEBPD"
"1029","SMAD3","DNAJB4"
"1030","SMAD3","DEDD"
"1031","SMAD3","TMED1"
"1032","SMAD3","FOXO3"
"1033","SMAD3","C10orf54"
"1034","SMAD3","CFDP1"
"1035","SMAD3","PSMD11"
"1036","SMAD3","ZEB2"
"1037","SMAD3","ZNF83"
"1038","SMAD3","CXXC5"
"1039","SMAD3","PPM1A"
"1040","SMAD3","HEY1"
"1041","SMAD3","APMAP"
"1042","SMAD3","PCK2"
"1043","SMAD3","SVEP1"
"1044","SMAD3","PCDH1"
"1045","SMAD3","NFIA"
"1046","MBNL1","APP"
"1047","MBNL1","BIN1"
"1048","MBNL1","ZNHIT3"
"1049","MBNL1","ITSN2"
"1050","MBNL1","ABI3BP"
"1051","MBNL1","IDH3A"
"1052","MFAP1","STX11"
"1053","MFAP1","LDOC1"
"1054","MFAP1","PHC2"
"1055","MFAP1","FXR2"
"1056","MFAP1","AMOTL2"
"1057","MFAP1","CSNK2A1"
"1058","MFAP1","SNW1"
"1059","MFAP1","IK"
"1060","MFAP1","PRPF3"
"1061","MFAP1","HSPB1"
"1062","MFAP1","SART1"
"1063","MFAP1","DHX38"
"1064","PRKAA1","TRIM27"
"1065","PRKAA1","SRPK2"
"1066","PRKAA1","RBPMS"
"1067","PRKAA1","TSC22D4"
"1068","PRKAA1","TRIP6"
"1069","PRKAA1","PHC2"
"1070","PRKAA1","PRKAG1"
"1071","PRKAA1","CTBP1"
"1072","PRKAA1","INO80E"
"1073","PRKAA1","PPP2CA"
"1074","PRKAA1","PRKAB1"
"1075","PRKAA1","TXNIP"
"1076","PRKAA1","HDAC5"
"1077","PRKAA1","TSC2"
"1078","PRKAA1","STK11"
"1079","PRKAA1","ACACA"
"1080","PRKAA1","PPM1F"
"1081","PRKAA1","CRBN"
"1082","PRKAA1","PSMD11"
"1083","PRKAA1","PPM1A"
"1084","PRKAA1","PLEKHA4"
"1085","PRKAA1","CRTC2"
"1086","QARS","LZTS2"
"1087","QARS","CDK4"
"1088","QARS","CDKN1A"
"1089","QARS","SMN2"
"1090","QARS","PIN1"
"1091","QARS","TCF12"
"1092","QARS","STK3"
"1093","QARS","LAMTOR3"
"1094","QARS","TSC22D1"
"1095","QARS","APP"
"1096","QARS","PRRC2A"
"1097","QARS","CLTC"
"1098","QARS","GADD45A"
"1099","QARS","GSK3B"
"1100","QARS","RNF11"
"1101","QARS","ANXA7"
"1102","QARS","IRF1"
"1103","QARS","CPNE3"
"1104","QARS","RARS"
"1105","QARS","DUSP11"
"1106","TRIM27","SDCBP"
"1107","TRIM27","EIF4E2"
"1108","TRIM27","NEK6"
"1109","TRIM27","PRPF31"
"1110","TRIM27","SCNM1"
"1111","TRIM27","TCEA2"
"1112","TRIM27","TMSB4X"
"1113","TRIM27","CKS1B"
"1114","TRIM27","SIAH1"
"1115","TRIM27","BAG1"
"1116","TRIM27","PSMA1"
"1117","TRIM27","UBE2I"
"1118","TRIM27","JOSD1"
"1119","TRIM27","SORBS3"
"1120","TRIM27","KAT5"
"1121","TRIM27","FAM193B"
"1122","TRIM27","PPP1R18"
"1123","TRIM27","BMI1"
"1124","TRIM27","NDEL1"
"1125","TRIM27","UBE2H"
"1126","TRIM27","MAD2L2"
"1127","TRIM27","NCK2"
"1128","TRIM27","AMOTL2"
"1129","TRIM27","KANSL1"
"1130","TRIM27","SNRPA"
"1131","TRIM27","ILF2"
"1132","TRIM27","CCDC92"
"1133","TRIM27","SNRPB2"
"1134","TRIM27","GEM"
"1135","TRIM27","LASP1"
"1136","TRIM27","SRSF2"
"1137","TRIM27","ZBTB16"
"1138","TRIM27","STK25"
"1139","TRIM27","NUDT21"
"1140","TRIM27","VPS28"
"1141","TRIM27","CHCHD3"
"1142","TRIM27","UBE2K"
"1143","TRIM27","TPM3"
"1144","TRIM27","ILK"
"1145","TRIM27","EIF3E"
"1146","TRIM27","PSMB1"
"1147","TRIM27","MAT2B"
"1148","TRIM27","ZFYVE21"
"1149","TRIM27","SIRPA"
"1150","TRIM27","POLR1C"
"1151","TRIM27","SLC15A3"
"1152","TRIM27","FBXW5"
"1153","TRIM27","TXNDC9"
"1154","TRIM27","RBM23"
"1155","TRIM27","MED21"
"1156","TRIM27","USE1"
"1157","TRIM27","UBE2D3"
"1158","TRIM27","UBE2E2"
"1159","TRIM27","UBE2E3"
"1160","TRIM27","NEDD9"
"1161","TRIM27","UCHL5"
"1162","TRIM27","PPID"
"1163","TRIM27","PSMB3"
"1164","TRIM27","EIF3D"
"1165","TRIM27","ARIH2"
"1166","TRIM27","UBE2Z"
"1167","TRIM27","VPS25"
"1168","TRIM27","CPNE2"
"1169","TRIM27","XPA"
"1170","TRIM27","NELFE"
"1171","TRIM27","BAG5"
"1172","TRIM27","NR1D2"
"1173","TRIM27","BABAM1"
"1174","TRIM27","ABCF3"
"1175","TRIM27","UBE2A"
"1176","TRIM27","UBE2L6"
"1177","TRIM27","MVP"
"1178","TRIM27","FXYD6"
"1179","TRIM27","TP53"
"1180","TRIM27","USP7"
"1181","TRIM27","MBD4"
"1182","TRIM27","RB1"
"1183","TRIM27","UBE2D2"
"1184","TRIM27","CHD4"
"1185","TRIM27","RBX1"
"1186","TRIM27","MDM2"
"1187","TRIM27","UBE2N"
"1188","TRIM27","UBE2E1"
"1189","TRIM27","UBE2J1"
"1190","TRIM27","UBL5"
"1191","TRIM27","GTF2F1"
"1192","TRIM27","UCHL3"
"1193","TRIM27","PTPMT1"
"1194","TRIM27","FAM214A"
"1195","TRIM27","CSRP2"
"1196","TRIM27","TPRKB"
"1197","TRIM27","MIA3"
"1198","TRIM27","MCOLN1"
"1199","SDCBP","CALCOCO2"
"1200","SDCBP","LDOC1"
"1201","SDCBP","MED4"
"1202","SDCBP","ANKRD40"
"1203","SDCBP","SIAH1"
"1204","SDCBP","PNMA1"
"1205","SDCBP","NT5C2"
"1206","SDCBP","CUTC"
"1207","SDCBP","PHC2"
"1208","SDCBP","PDE4DIP"
"1209","SDCBP","MRFAP1L1"
"1210","SDCBP","PUF60"
"1211","SDCBP","CDC34"
"1212","SDCBP","NAGK"
"1213","SDCBP","CLK3"
"1214","SDCBP","RBM39"
"1215","SDCBP","LSM6"
"1216","SDCBP","COX4I1"
"1217","SDCBP","ZCCHC10"
"1218","SDCBP","ELAVL1"
"1219","SDCBP","HNRNPC"
"1220","SDCBP","PRR13"
"1221","SDCBP","RIC8A"
"1222","SDCBP","FTH1"
"1223","SDCBP","FTL"
"1224","SDCBP","INO80E"
"1225","SDCBP","CCDC53"
"1226","SDCBP","MBD3"
"1227","SDCBP","WASL"
"1228","SDCBP","HSBP1"
"1229","SDCBP","APIP"
"1230","SDCBP","ANP32B"
"1231","SDCBP","MAPRE3"
"1232","SDCBP","SET"
"1233","SDCBP","EIF1AD"
"1234","SDCBP","C11orf68"
"1235","SDCBP","OSTF1"
"1236","SDCBP","HDAC7"
"1237","SDCBP","FLAD1"
"1238","SDCBP","RNH1"
"1239","SDCBP","SRSF7"
"1240","SDCBP","SMARCA2"
"1241","SDCBP","UBE2A"
"1242","SDCBP","SRSF11"
"1243","SDCBP","CDIPT"
"1244","SDCBP","ZCCHC17"
"1245","SDCBP","PRPF40A"
"1246","SDCBP","NADK"
"1247","SDCBP","DCTPP1"
"1248","SDCBP","PDCD6IP"
"1249","SDCBP","EGLN1"
"1250","SDCBP","RAB5A"
"1251","SDCBP","PTEN"
"1252","SDCBP","SDC2"
"1253","SDCBP","CD63"
"1254","SDCBP","DCTD"
"1255","SDCBP","SSNA1"
"1256","SDCBP","GPATCH11"
"1257","SDCBP","HPRT1"
"1258","SDCBP","CGGBP1"
"1259","SDCBP","TNFAIP8"
"1260","SDCBP","EFNB1"
"1261","SDCBP","PPP6R2"
"1262","SNRPC","RBM10"
"1263","SNRPC","RBPMS"
"1264","SNRPC","RNF31"
"1265","SNRPC","PSMA3"
"1266","SNRPC","MAGED1"
"1267","SNRPC","RBFOX2"
"1268","SNRPC","FAM168A"
"1269","SNRPC","EWSR1"
"1270","SNRPC","HNRNPUL1"
"1271","SNRPC","HNRNPH2"
"1272","SNRPC","ILF3"
"1273","SNRPC","KHDRBS3"
"1274","SNRPC","WWP2"
"1275","SNRPC","NCAPH2"
"1276","SNRPC","HNRNPD"
"1277","SNRPC","DDX42"
"1278","SNRPC","RBM4"
"1279","SRPK2","U2AF2"
"1280","SRPK2","KANK2"
"1281","SRPK2","CPSF7"
"1282","SRPK2","TMSB10"
"1283","SRPK2","ALDOA"
"1284","SRPK2","ERCC3"
"1285","SRPK2","HNRNPK"
"1286","SRPK2","PSMA3"
"1287","SRPK2","AHCYL1"
"1288","SRPK2","FXR2"
"1289","SRPK2","FMNL1"
"1290","SRPK2","HOMER3"
"1291","SRPK2","GSE1"
"1292","SRPK2","NCK2"
"1293","SRPK2","NAGK"
"1294","SRPK2","RBMX"
"1295","SRPK2","CLK3"
"1296","SRPK2","RBM39"
"1297","SRPK2","SRRM1"
"1298","SRPK2","RNPS1"
"1299","SRPK2","YTHDC1"
"1300","SRPK2","NXF1"
"1301","SRPK2","DRG1"
"1302","SRPK2","AP1M1"
"1303","SRPK2","HNRNPC"
"1304","SRPK2","BAIAP2"
"1305","SRPK2","CHTOP"
"1306","SRPK2","YPEL3"
"1307","SRPK2","SRSF2"
"1308","SRPK2","FIP1L1"
"1309","SRPK2","POLDIP3"
"1310","SRPK2","DRAP1"
"1311","SRPK2","MATR3"
"1312","SRPK2","SEC23B"
"1313","SRPK2","BAG3"
"1314","SRPK2","DDX21"
"1315","SRPK2","LMNA"
"1316","SRPK2","MAPRE1"
"1317","SRPK2","RBM23"
"1318","SRPK2","RBM8A"
"1319","SRPK2","CTNNBL1"
"1320","SRPK2","UBE2E2"
"1321","SRPK2","LUC7L2"
"1322","SRPK2","PCBP1"
"1323","SRPK2","SRI"
"1324","SRPK2","PPIA"
"1325","SRPK2","MAPKAPK5"
"1326","SRPK2","PTBP1"
"1327","SRPK2","EIF3A"
"1328","SRPK2","NELFE"
"1329","SRPK2","RPL13"
"1330","SRPK2","RPS26"
"1331","SRPK2","S100A4"
"1332","SRPK2","SRSF7"
"1333","SRPK2","SRSF11"
"1334","SRPK2","ZCCHC17"
"1335","SRPK2","NADK"
"1336","SRPK2","SRSF6"
"1337","SRPK2","SNRNP27"
"1338","SRPK2","CARHSP1"
"1339","SRPK2","MRPS6"
"1340","SRPK2","GABARAPL1"
"1341","SRPK2","ARL6IP4"
"1342","SRPK2","PELI1"
"1343","SRPK2","TUBA1B"
"1344","SRPK2","CALCOCO1"
"1345","SRPK2","HBS1L"
"1346","SRPK2","PPHLN1"
"1347","SRPK2","CDC42EP4"
"1348","SRPK2","NGDN"
"1349","SRPK2","TMEM14A"
"1350","SRPK2","MYLIP"
"1351","SRPK2","DIDO1"
"1352","SRPK2","SRSF1"
"1353","SRPK2","APP"
"1354","SRPK2","PRRC2A"
"1355","SRPK2","TXN"
"1356","SRPK2","GABARAP"
"1357","SRPK2","HNRNPA1"
"1358","SRPK2","XRCC5"
"1359","SRPK2","SRSF9"
"1360","SRPK2","EPB41L1"
"1361","SRPK2","RABEP1"
"1362","SRPK2","RPLP2"
"1363","SRPK2","CLU"
"1364","SRPK2","ABL1"
"1365","SRPK2","RNF4"
"1366","SRPK2","KHDRBS1"
"1367","SRPK2","RIT1"
"1368","SRPK2","SAFB"
"1369","SRPK2","SRRM2"
"1370","SRPK2","PNN"
"1371","SRPK2","PABPC4"
"1372","SRPK2","RPL41"
"1373","SRPK2","DNAJC8"
"1374","SRPK2","SUPT16H"
"1375","SRPK2","NCL"
"1376","SRPK2","YWHAB"
"1377","SRPK2","CLASP2"
"1378","SRPK2","VIMP"
"1379","SRPK2","TDP2"
"1380","SRPK2","GHR"
"1381","SRPK2","HMGA1"
"1382","SRPK2","SRSF3"
"1383","SRPK2","ZRANB2"
"1384","SRPK2","SNRNP70"
"1385","SRPK2","TRA2B"
"1386","SRPK2","TOP1"
"1387","SRPK2","ACIN1"
"1388","SRPK2","DDX39B"
"1389","SRPK2","HTATSF1"
"1390","SRPK2","SRSF5"
"1391","SRPK2","ENSA"
"1392","SRPK2","MAP4"
"1393","SRPK2","EIF4G1"
"1394","SRPK2","TMPO"
"1395","SRPK2","EIF4B"
"1396","SRPK2","TRA2A"
"1397","SRPK2","MACF1"
"1398","SRPK2","PRRC2B"
"1399","SRPK2","PNISR"
"1400","SRPK2","SART1"
"1401","SRPK2","IRS2"
"1402","SRPK2","CCDC28A"
"1403","SRPK2","CHD2"
"1404","SRPK2","LBR"
"1405","SRPK2","ARGLU1"
"1406","SRPK2","FOXN3"
"1407","SRPK2","YBX3"
"1408","SRPK2","AKAP13"
"1409","SRPK2","BAZ1A"
"1410","SRPK2","HIST1H2BK"
"1411","SRPK2","MAP7D1"
"1412","SRPK2","GLTSCR2"
"1413","SRPK2","LUC7L"
"1414","SRPK2","CCDC86"
"1415","SRPK2","RPL22"
"1416","SRPK2","PRPF4B"
"1417","SRPK2","MDK"
"1418","SRPK2","TJP2"
"1419","SRPK2","NOLC1"
"1420","SRPK2","APEX1"
"1421","SRPK2","SERPING1"
"1422","SRPK2","MYCBP2"
"1423","SRPK2","MAPKAPK3"
"1424","SRPK2","HMGN2"
"1425","SRPK2","PALLD"
"1426","SRPK2","LUC7L3"
"1427","SRPK2","JMJD1C"
"1428","SRPK2","RTF1"
"1429","SRPK2","SLTM"
"1430","SRPK2","ZFP91"
"1431","SRPK2","CAND1"
"1432","SRPK2","TRIP12"
"1433","SRPK2","USP36"
"1434","SRPK2","TNIP2"
"1435","SRPK2","HMGN3"
"1436","SRPK2","SNRNP35"
"1437","SRPK2","MZT2B"
"1438","SRPK2","UBR4"
"1439","SRPK2","NSRP1"
"1440","SRPK2","RSRC1"
"1441","SRPK2","EGLN2"
"1442","SRPK2","ARPC1B"
"1443","SRPK2","SCAF1"
"1444","SRPK2","PRRC2C"
"1445","SRPK2","CCM2"
"1446","SRPK2","NSMCE4A"
"1447","SRPK2","HMCES"
"1448","SRPK2","SRSF8"
"1449","SRPK2","RPL34"
"1450","SRPK2","GBF1"
"1451","SRPK2","SLAIN2"
"1452","SRPK2","NOP16"
"1453","SRPK2","RPL37"
"1454","SRPK2","USP39"
"1455","SRPK2","DDX46"
"1456","SRPK2","RSL1D1"
"1457","SRPK2","ZC3H13"
"1458","SRPK2","DDX3X"
"1459","SRPK2","TNS3"
"1460","SRPK2","SON"
"1461","SRPK2","HNRNPA3"
"1462","SRPK2","YPEL2"
"1463","SRPK2","STON1"
"1464","SRPK2","EPB41L4B"
"1465","SRPK2","DDX50"
"1466","SRPK2","ALPL"
"1467","SRPK2","BCL9L"
"1468","SRPK2","GGCX"
"1469","SRPK2","GTPBP4"
"1470","SRPK2","ISLR"
"1471","SRPK2","MYO1E"
"1472","SRPK2","PCF11"
"1473","SRPK2","PHLDB1"
"1474","SRPK2","PRPF38B"
"1475","SRPK2","PSMD13"
"1476","SRPK2","SLFN5"
"1477","SRPK2","SRXN1"
"1478","SRPK2","ZDHHC5"
"1479","SRPK2","FCF1"
"1480","SRPK2","CD53"
"1481","TCF4","LMO4"
"1482","TCF4","STX11"
"1483","TCF4","EIF4E2"
"1484","TCF4","NEK6"
"1485","TCF4","GORASP2"
"1486","TCF4","TCEA2"
"1487","TCF4","CKS1B"
"1488","TCF4","AQP1"
"1489","TCF4","PSMA1"
"1490","TCF4","UBE2I"
"1491","TCF4","HSPB7"
"1492","TCF4","SPG21"
"1493","TCF4","PPP1R18"
"1494","TCF4","BCL2L2"
"1495","TCF4","CDKN1A"
"1496","TCF4","MRFAP1L1"
"1497","TCF4","CALM1"
"1498","TCF4","MAD2L2"
"1499","TCF4","NCK2"
"1500","TCF4","GLRX3"
"1501","TCF4","PIN1"
"1502","TCF4","PTGER3"
"1503","TCF4","CDKN2C"
"1504","TCF4","NR4A1"
"1505","TCF4","MLLT6"
"1506","TCF4","GUCD1"
"1507","TCF4","CTBP1"
"1508","TCF4","DAXX"
"1509","TCF4","EIF4EBP1"
"1510","TCF4","FLNA"
"1511","TCF4","FAH"
"1512","TCF4","GEM"
"1513","TCF4","GNG10"
"1514","TCF4","LASP1"
"1515","TCF4","SRSF2"
"1516","TCF4","TSSC4"
"1517","TCF4","BCAS2"
"1518","TCF4","VPS28"
"1519","TCF4","ID3"
"1520","TCF4","TCF3"
"1521","TCF4","POLR1C"
"1522","TCF4","PSMG2"
"1523","TCF4","GTF3C5"
"1524","TCF4","HAT1"
"1525","TCF4","PPIA"
"1526","TCF4","RELA"
"1527","TCF4","EXOSC1"
"1528","TCF4","TRAPPC2L"
"1529","TCF4","FLAD1"
"1530","TCF4","SLC39A13"
"1531","TCF4","MRPL10"
"1532","TCF4","ARHGEF1"
"1533","TCF4","EPB41L3"
"1534","TCF4","SCOC"
"1535","TCF4","TWIST2"
"1536","TCF4","MVP"
"1537","TCF4","TP53"
"1538","TCF4","CTNNB1"
"1539","TCF4","ID1"
"1540","TCF4","TLE1"
"1541","TCF4","ID2"
"1542","TCF4","PSEN1"
"1543","TCF4","TWIST1"
"1544","TCF4","CHCHD2"
"1545","TCF4","MSRB3"
"1546","TCF4","ATP6V1B2"
"1547","MLX","RBM39"
"1548","MLX","ID3"
"1549","MLX","GABARAPL2"
"1550","MLX","APP"
"1551","MLX","MXD4"
"1552","MLX","MXD1"
"1553","MLX","MLXIPL"
"1554","MLX","MLXIP"
"1555","TRIM26","UBE2D3"
"1556","TRIM26","SUMO2"
"1557","TRIM26","USP5"
"1558","TRIM26","RABEP1"
"1559","TRIM26","UBE2D2"
"1560","TRIM26","RNF10"
"1561","TRIM26","MNAT1"
"1562","TRIM26","USP36"
"1563","TRIM26","USP39"
"1564","TRIM26","IRF3"
"1565","RBM10","U2AF2"
"1566","RBM10","HNRNPK"
"1567","RBM10","CSNK2A1"
"1568","RBM10","DHX15"
"1569","RBM10","SF3B4"
"1570","RBM10","HNRNPH2"
"1571","RBM10","IK"
"1572","RBM10","SF1"
"1573","RBM10","PTBP1"
"1574","RBM10","SRSF6"
"1575","RBM10","ATN1"
"1576","RBM10","PRCC"
"1577","RBM10","SF3A1"
"1578","RBM10","DDX5"
"1579","RBM10","PRPF19"
"1580","RBM10","DHX38"
"1581","RBM10","CCAR1"
"1582","RBM10","RBM4"
"1583","RBM10","U2SURP"
"1584","LMO4","CALCOCO2"
"1585","LMO4","RBPMS"
"1586","LMO4","KANK2"
"1587","LMO4","PDE4DIP"
"1588","LMO4","AMOTL2"
"1589","LMO4","NONO"
"1590","LMO4","SEC24D"
"1591","LMO4","KPNA1"
"1592","LMO4","MTA1"
"1593","LMO4","LDB1"
"1594","LMO4","SMAD4"
"1595","LMO4","TINAGL1"
"1596","LMO4","HDAC2"
"1597","LMO4","GADD45A"
"1598","LMO4","PPARG"
"1599","LMO4","ITSN1"
"1600","LMO4","GSK3B"
"1601","LMO4","DDB1"
"1602","LMO4","NFYC"
"1603","LMO4","CSNK2B"
"1604","LMO4","LDB2"
"1605","LMO4","TSEN15"
"1606","LMO4","PITPNB"
"1607","STX11","CCNK"
"1608","STX11","PRPF31"
"1609","STX11","LONRF1"
"1610","STX11","KAT5"
"1611","STX11","PPP1R18"
"1612","STX11","KXD1"
"1613","STX11","PSMA3"
"1614","STX11","MEOX2"
"1615","STX11","MBIP"
"1616","STX11","SMARCE1"
"1617","STX11","CTBP2"
"1618","STX11","ZCCHC10"
"1619","STX11","KDM1A"
"1620","STX11","BLOC1S6"
"1621","STX11","EIF1AD"
"1622","STX11","PSMC3"
"1623","STX11","VAMP2"
"1624","STX11","STXBP1"
"1625","STX11","SNAP23"
"1626","STX11","APP"
"1627","STX11","SLC38A2"
"1628","STX11","TNFRSF21"
"1629","CCNK","RBPMS"
"1630","CCNK","TSC22D4"
"1631","CCNK","LZTS2"
"1632","CCNK","PIN1"
"1633","CCNK","DVL3"
"1634","CCNK","EFEMP2"
"1635","CCNK","CCDC85B"
"1636","CCNK","CDK9"
"1637","CCNK","POLR2A"
"1638","EIF4E2","LZTS2"
"1639","EIF4E2","SPRY2"
"1640","EIF4E2","CDR2"
"1641","EIF4E2","MAGED1"
"1642","EIF4E2","AMOTL2"
"1643","EIF4E2","ADAMTSL4"
"1644","EIF4E2","EIF4EBP3"
"1645","EIF4E2","MAPRE3"
"1646","EIF4E2","APP"
"1647","EIF4E2","GIGYF2"
"1648","MORF4L2","LZTS2"
"1649","MORF4L2","CDR2"
"1650","MORF4L2","ZBTB7B"
"1651","MORF4L2","PHC2"
"1652","MORF4L2","TNIP1"
"1653","MORF4L2","MRFAP1L1"
"1654","MORF4L2","MRFAP1"
"1655","MORF4L2","RB1"
"1656","CALCOCO2","PRPF31"
"1657","CALCOCO2","LONRF1"
"1658","CALCOCO2","LGALS8"
"1659","CALCOCO2","PHF1"
"1660","CALCOCO2","PSMA1"
"1661","CALCOCO2","SNRPB"
"1662","CALCOCO2","NFU1"
"1663","CALCOCO2","PPP1R18"
"1664","CALCOCO2","BCL6B"
"1665","CALCOCO2","FXR2"
"1666","CALCOCO2","CCNH"
"1667","CALCOCO2","MXI1"
"1668","CALCOCO2","KANSL1"
"1669","CALCOCO2","DAZAP2"
"1670","CALCOCO2","FAM168A"
"1671","CALCOCO2","TAX1BP1"
"1672","CALCOCO2","DCTN4"
"1673","CALCOCO2","CHCHD3"
"1674","CALCOCO2","LIMS2"
"1675","CALCOCO2","SLC15A3"
"1676","CALCOCO2","LMF2"
"1677","CALCOCO2","ABLIM1"
"1678","CALCOCO2","VPS72"
"1679","CALCOCO2","NAA10"
"1680","CALCOCO2","FAM107A"
"1681","CALCOCO2","SRI"
"1682","CALCOCO2","PFDN5"
"1683","CALCOCO2","PTBP1"
"1684","CALCOCO2","HDAC7"
"1685","CALCOCO2","RPS27A"
"1686","CALCOCO2","SMARCD1"
"1687","CALCOCO2","GABARAPL2"
"1688","CALCOCO2","POLI"
"1689","CALCOCO2","UBB"
"1690","CALCOCO2","UBC"
"1691","CALCOCO2","VARS"
"1692","CALCOCO2","FASTK"
"1693","CALCOCO2","GABARAPL1"
"1694","CALCOCO2","LSM4"
"1695","CALCOCO2","LITAF"
"1696","CALCOCO2","TBRG4"
"1697","CALCOCO2","MVP"
"1698","CALCOCO2","MAVS"
"1699","CALCOCO2","RPA2"
"1700","CALCOCO2","NDN"
"1701","CALCOCO2","SHC1"
"1702","CALCOCO2","RNF11"
"1703","CALCOCO2","GIT2"
"1704","CALCOCO2","RB1CC1"
"1705","CALCOCO2","DBNDD2"
"1706","CALCOCO2","RABL6"
"1707","CALCOCO2","PEF1"
"1708","CALCOCO2","EEF1E1"
"1709","CALCOCO2","PAPD4"
"1710","CALCOCO2","ZNF638"
"1711","CALCOCO2","ADSL"
"1712","CALCOCO2","HLX"
"1713","NEK6","LZTS2"
"1714","NEK6","PHF1"
"1715","NEK6","ARRB1"
"1716","NEK6","ATF4"
"1717","NEK6","CDC42"
"1718","NEK6","PKM"
"1719","NEK6","RPS7"
"1720","NEK6","CIR1"
"1721","NEK6","PRDX3"
"1722","NEK6","CCDC85B"
"1723","NEK6","TRIP4"
"1724","NEK6","PTN"
"1725","NEK6","NEK9"
"1726","NEK6","RBBP6"
"1727","RBPMS","TMSB4X"
"1728","RBPMS","LONRF1"
"1729","RBPMS","LZTS2"
"1730","RBPMS","TFG"
"1731","RBPMS","PHF1"
"1732","RBPMS","SNRPB"
"1733","RBPMS","GPS2"
"1734","RBPMS","BBS2"
"1735","RBPMS","BCL6B"
"1736","RBPMS","FXR2"
"1737","RBPMS","MAGED1"
"1738","RBPMS","RBFOX2"
"1739","RBPMS","GSE1"
"1740","RBPMS","PIN1"
"1741","RBPMS","CCNG1"
"1742","RBPMS","CDC42EP1"
"1743","RBPMS","CYBA"
"1744","RBPMS","DAZAP2"
"1745","RBPMS","SERF2"
"1746","RBPMS","POGZ"
"1747","RBPMS","FAM168A"
"1748","RBPMS","TOLLIP"
"1749","RBPMS","HNRNPLL"
"1750","RBPMS","EWSR1"
"1751","RBPMS","ADAM15"
"1752","RBPMS","YPEL3"
"1753","RBPMS","SPG7"
"1754","RBPMS","QKI"
"1755","RBPMS","IGF2"
"1756","RBPMS","ILF3"
"1757","RBPMS","PGLS"
"1758","RBPMS","VHL"
"1759","RBPMS","DCAF8"
